jurisdiction_version,version_type,zone_id,zone_number,zone_name,ward_id,ward_number,ward_name_hindi,ward_name_en,administrative_status,geometry_source_id,geometry_status,alignment_status,legacy_ward_num,legacy_ward_name,legal_basis_source_id,effective_from,effective_to,derivation_method,notes
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-02,2,Zone 2 (Aishbagh / Old City South),WARD-061,61,तिलक नगर कुंदरी रकाबगंज वार्ड,Tilak Nagar Kundari Rakabganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,3,Tilak Nagar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Unified ward uniting Tilak Nagar and Kundari Rakabganj.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-04,4,Zone 4 (Gomti Nagar / East),WARD-062,62,रफी अहमद किदवई वार्ड,Rafi Ahmed Kidwai Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,85,Rafi Ahmad Kidwai,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Established ward in Vikas Khand / Gomti Nagar sector.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-063,63,अयोध्यादास द्वितीय वार्ड,Ayodhyadas Second Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,29,Ayodhya Das 2nd,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Established northern ward along Khadra and Sitapur road.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-08,8,Zone 8 (Sarojini Nagar / South),WARD-064,64,विद्यावती प्रथम वार्ड,Vidyavati First Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,88,Vidyavati 1st,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Core LDA colony sector around Sector E/G.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-05,5,Zone 5 (Alambagh / South-West),WARD-065,65,चित्रगुप्त नगर वार्ड,Chitragupta Nagar Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,93,Chitragupta Nagar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Stable residential municipal ward in Alambagh.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-04,4,Zone 4 (Gomti Nagar / East),WARD-066,66,चिनहट द्वितीय वार्ड,Chinhat Second Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,11,Chinhat,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Bifurcated from legacy Chinhat ward; covers eastern extension / Uttardhona.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-067,67,लाला लाजपत राय वार्ड,Lala Lajpat Rai Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,71,Lala Lajpat Rai,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Stable planned residential ward in Aliganj Sector M/N.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-068,68,बाबू जगजीवन राम वार्ड,Babu Jagjivan Ram Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,74,Babu Jagjiwan Ram,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Planned housing board ward in Indira Nagar Sector 16/17.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-01,1,Zone 1 (Hazratganj / Central),WARD-069,69,जे.सी. बोस वार्ड,J.C. Bose Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,98,Acharya Jagdish Chandra Bose,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historical central ward around Ghasiyari Mandi and Kalibari.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-04,4,Zone 4 (Gomti Nagar / East),WARD-070,70,पेपर मिल कालोनी वार्ड,Paper Mill Colony Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,48,Paper Mill Colony,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic municipal colony ward along Nishatganj riverbend.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-071,71,मनकामेश्वर मंदिर वार्ड,Mankameshwar Mandir Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,30,Mankameshwar Mandir,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historical religious and cultural ward along northern Gomti bank.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-072,72,शंकरपुरवा तृतीय वार्ड,Shankarpurwa Third Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,78,Shanker Purwa 2nd,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Covers Sector 7/8/12 Indira Nagar and outer Kalyanpur.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-073,73,फैजुल्लागंज तृतीय वार्ड,Faizullaganj Third Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,12,Faizullah Ganj 2nd,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,"Covers Bharat Nagar, Agrasen Nagar, and Preeti Nagar."
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-074,74,जानकीपुरम द्वितीय वार्ड,Jankipuram Second Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,75,Jankipuram,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,"Covers Sector G/H, Sahara State, and Jankipuram Garden."
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-075,75,भारतेन्दु हरिश्चंद्र वार्ड,Bhartendu Harishchandra Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,70,Bhartendu Harishchandra,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Stable planned municipal ward in Aliganj Sector A/E.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-04,4,Zone 4 (Gomti Nagar / East),WARD-076,76,राजीव गांधी प्रथम वार्ड,Rajiv Gandhi First Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,84,Rajeev Gandhi 1st,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Planned development ward in Gomti Nagar Vinay Khand / Virat Khand.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-077,77,मैथिलीशरण गुप्त वार्ड,Maithilisharan Gupt Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,69,Maithili Sharan Gupt,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Stable housing sector in Indira Nagar Sector B/C.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-02,2,Zone 2 (Aishbagh / Old City South),WARD-078,78,लेबर कालोनी वार्ड,Labour Colony Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,40,Labour Colony,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic workers colony ward in Talkatora industrial area.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-02,2,Zone 2 (Aishbagh / Old City South),WARD-079,79,राजाजीपुरम वार्ड,Rajajipuram Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,38,Rajaji Puram,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Flagship planned residential scheme in western Lucknow.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-080,80,इन्दिर नगर वार्ड,Indira Nagar Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,77,Indira Nagar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Central commercial and residential core of Indira Nagar housing board.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-081,81,मल्लाही टोला द्वितीय वार्ड,Mallahi Tola Second Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,92,Mallahi Tola 2nd,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historical Gomti riverfront ward in Old City.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-082,82,त्रिवेणी नगर वार्ड,Triveni Nagar Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,67,Triveni Nagar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Established residential colony in Sitapur road corridor.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-083,83,न्यू हैदरगंज प्रथम वार्ड,New Haiderganj First Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,25,Haidar Ganj 1st,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Bifurcated from legacy Haidar Ganj 1st (legacy Ward 25).
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-084,84,कदम रसूल वार्ड,Kadam Rasool Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,31,Kadam Rasool,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic heritage ward on northern bank of Gomti around Shia College.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-085,85,मल्लाही टोला प्रथम वार्ड,Mallahi Tola First Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,82,Mallahi Tola 1st,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Gomti riverfront heritage settlement near Generalganj.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-086,86,लोहिया नगर वार्ड,Lohia Nagar Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,79,Lohia Nagar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Planned municipal ward in Indira Nagar Sector 1/2/3.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-01,1,Zone 1 (Hazratganj / Central),WARD-087,87,गोलागंज वार्ड,Golaganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,102,Gola Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic core municipal ward around Christian College and Kaiserbagh.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-01,1,Zone 1 (Hazratganj / Central),WARD-088,88,बशीरगंज गणेशगंज वार्ड,Bashirganj Ganeshganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,100,Ganesh Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Unified historic commercial ward uniting Bashirganj and Ganeshganj.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-089,89,शीतला देवी वार्ड,Sheetla Devi Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,81,Sheetla Devi,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic Old City ward around Naubasta temple complex.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-02,2,Zone 2 (Aishbagh / Old City South),WARD-090,90,राजेन्द्र नगर वार्ड,Rajendra Nagar Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,57,Rajendra Nagar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic planned layout adjacent to Motinagar and Aishbagh.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-091,91,विवेकानन्दपुरी वार्ड,Vivekanandapuri Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,49,Vivekanand Puri,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Established residential enclave adjacent to IT College and Mahanagar.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-092,92,शंकरपुरवा प्रथम वार्ड,Shankarpurwa First Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,50,Shanker Purwa 1st,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Established residential sector in northern Indira Nagar / Ring Road.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-093,93,हुसैनाबाद वार्ड,Husainabad Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,52,Husainabad,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Definitive historic core containing Bara and Chhota Imambaras.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-094,94,दौलतगंज वार्ड,Daulatganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,51,Daulat Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic municipal ward along Hardoi road / Gaughat.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-01,1,Zone 1 (Hazratganj / Central),WARD-095,95,मौलवीगंज वार्ड,Maulviganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,105,Maulvi Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historical commercial and publishing quarter of old Lucknow.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-07,7,Zone 7 (Chinhat / Indira Nagar),WARD-096,96,लाल बहादुर शास्त्री द्वितीय वार्ड,Lal Bahadur Shastri Second Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,43,Lal Bahadur Shastri 2nd,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Planned housing board ward in Indira Nagar Sector 18/20.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-097,97,गढी पीर खां वार्ड,Gadhi Peer Khan Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,42,Garhi Peer Khan,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic settlement ward in Chowk vicinity.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-01,1,Zone 1 (Hazratganj / Central),WARD-098,98,यदुनाथ सान्याल नजरबाग वार्ड,Yadunath Sanyal Nazarbagh Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,95,Yadunath Sanyal,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic residential ward uniting Nazarbagh and Phoolbagh.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-099,99,आचार्य नरेन्द्र देव वार्ड,Acharya Narendra Dev Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,97,Acharya Narendra Dev,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic Old City ward around Chaupatiyan.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-04,4,Zone 4 (Gomti Nagar / East),WARD-100,100,राजीव गांधी द्वितीय वार्ड,Rajiv Gandhi Second Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,86,Rajeev Gandhi 2nd,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Planned development ward in Gomti Nagar Viram Khand / Vishwas Khand.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-101,101,अम्बरगंज वार्ड,Ambarganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,47,Ambar Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic Old City ward along Campbell Road.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-102,102,मौलाना कल्बे आबिद वार्ड,Maulana Kalbe Abid Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,108,Maulana Kalbe Abid,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic cultural ward around Victoria Street and Mufeed-e-Aam.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-01,1,Zone 1 (Hazratganj / Central),WARD-103,103,मशकगंज वजीरगंज वार्ड,Mashakganj Wazirganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,101,Wazir Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Unified central commercial and residential ward along Wazirganj.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-02,2,Zone 2 (Aishbagh / Old City South),WARD-104,104,यहियागंज नेताजी सुभाष चन्द्र बोस वार्ड,Yahiyaganj Netaji Subhash Chandra Bose Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,104,Subhash Chandra Bose,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historical trading market quarter of old Lucknow.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-105,105,कश्मीरी मोहल्ला वार्ड,Kashmiri Mohalla Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,61,Kashmiri Mohalla,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic cultural enclave in Chowk / Old City West.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-106,106,चौक बाजार काली जी वार्ड,Chowk Bazar Kali Ji Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,PARTIALLY_VERIFIED,106,Chowk,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Definitive ancient bazaar and heritage quarter of Lucknow.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-02,2,Zone 2 (Aishbagh / Old City South),WARD-107,107,राजा बाजार वार्ड,Raja Bazar Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,62,Raja Bazar,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historical market ward adjacent to Medical College / Victoria Street.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-06,6,Zone 6 (Chowk / West),WARD-108,108,भवानीगंज वार्ड,Bhawaniganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,63,Bhawani Ganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic settlement ward near Old Tikaitganj.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-109,109,अलीगंज वार्ड,Aliganj Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,34,Aliganj,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Definitive core of historic and planned Aliganj around Hanuman Temple.
LKO-JUR-2023-01,CIVICTRACE_INTERNAL,ZONE-03,3,Zone 3 (Aliganj / North),WARD-110,110,अयोध्यादास प्रथम वार्ड,Ayodhyadas First Ward,VERIFIED,SRC-GIS-001,SECONDARY_LEGACY,VERIFIED,28,Ayodhya Das 1st,SRC-GIS-002,2022-10-31,,PRIMARY_ADMINISTRATIVE_RECORD,Historic northern settlement on Gomti bank near Deen Dayal Nagar Khadra.
